id,name,sku,category,quantity,unit_cost,supplier_name,location,reorder_threshold,supplier_lead_time_days
B07HRCDDL1,"MR.SIGA Microfiber Cleaning Cloth,Pack of 12,Size:12.6"" x 12.6""",SJ21632,misc,2,12.66,Mr SIGA USA,,0,7
B0C386N52S,"myQ Smart Garage Door Video Keypad with Wide-Angle Camera,Customizable PIN Codes,and Smartphone Control-Take Charge of Your Garage Access Works with Chamberlain, LiftMaster and Craftsman openers,White",VKP1-MYQ,cameras,1,53.15,Amazon,,0,7
B0B87V7QTH,"TICONN Waterproof Electrical Junction Box IP67 ABS Plastic Enclosure with Hinged Cover with Mounting Plate, Wall Brackets, Cable Glands (Clear, 8.7""x6.7""x4.3"")",TICONN - 640,misc,3,25.44,TICONN US,,0,7
B0CJ9C4FFH,HCJYC 5 in 1 Protective Accessories Soft Silicone Case & EVA Carrying Case & 3 Pack of Screen Protect & SD Card Dust Plug & GPIO Dust Plug for Flipper Zero - Original Orange Set (Orange),HC-Blk-blkeav,dev-boards,2,9.99,CCYC,,0,7
B0CP6G4ZGC,NEMIX RAM 384GB (6X64GB) DDR5 5600MHZ PC5-44800 2Rx4 1.1V CL46 288-PIN ECC RDIMM Registered Server Memory KIT,B0CP6G4ZGC,dev-boards,1,2088.0,nvtek,,0,7
B0F2T741GZ,"COB LED Strip Light Kit-6pcs 3.3FT Self-Adhesive LED Light Parallel with Dimmable Touch Sensor Switch, Led Light Strip for Wood Slat Wall Panels, Headboards, Home Decor, Under Cabinet Strip Light",1,sensors,3,29.99,sanjin6,,0,7
B086Z6XMWP,Quoya Smart Curtain Tracks- Replacement Belt (14.4 Meters),0782290130185,misc,1,30.0,Quoya® Living Co. Ltd,,0,7
B07ZPLBLL5,Corsair Vengeance LPX 256GB (8x32GB) DDR4 3200 (PC4-25600) C16 1.35V Desktop Memory - Black,CMK256GX4M8E3200C16,dev-boards,1,706.55,Amazon.com,,0,7
B0BY3GTG48,"NZXT Kraken 360 RGB - 360mm AIO CPU Liquid Cooler - RL-KR360-W1 - Customizable 1.54"" Square LCD Display for Images, Performance Metrics - High-Performance Pump - White",RL-KR360-W1,dev-boards,1,207.86,Amazon Resale,,0,7
B0C6FY4JXF,"be quiet! Dark Power Pro 13 1600W Power Supply | ATX 3.1 Compliant | 80 Plus Titanium | Digital Regulation, for PCIe 5.0 and 6+2 Graphics Cards | 2X 12VHPWR Cable Incl | BN501",BN501,dev-boards,1,449.9,be-quiet-official,,0,7
B0D9WT512W,"WD_BLACK 8TB SN850X NVMe Internal Gaming SSD Solid State Drive - Gen4 PCIe, M.2 2280, Up to 7,200 MB/s - WDS800T2X0E",WDS800T2X0E,dev-boards,1,599.99,Amazon.com,,0,7
B0CQRYXWWQ,"ASUS Pro WS WRX90E-SAGE SE EEB Workstation Motherboard, AMD RyzenTM ThreadripperTM PRO 7000 WX-Series, ECC R-DIMM DDR5, 32 Power-Stage,7xPCIe 5.0x16, PCIe 5.0 M.2, 10Gb & 2.5Gb LAN, Multi-GPU Support",Pro WS WRX90E-SAGE SE,dev-boards,1,1191.13,Amazon,,0,7
B0DT7K9VV3,"MSI Gaming RTX 5090 32G SUPRIM Liquid SOC Graphics Card (32GB GDDR7, 512-bit, Extreme Performance: 2580 MHz, DisplayPort x3 2.1a, HDMI 2.1b, NVIDIA Blackwell Architecture)",B0DT7K9VV3,dev-boards,1,2999.99,Amazon.com,,0,7
B0CS69N2Z6,"Anker USB-C Hub, USBC to 4-Port USBC Adapter, Multiport USB C Splitter, USB 3.2 Display Hub with 100W Max PD & Max 10Gbps Fast Data Transfer for MacBook Pro, iPad, Surface Pro, Dell and More",A8340,misc,1,39.99,AnkerDirect,,0,7
B0DKJZKB8Y,HYTE Y70 Touch Infinite Dual Chamber ATX Mid Tower Modern Aesthetic Case with Integrated 2.5K LCD Touchscreen - Panda/White,CS-HYTE-Y70TTI-WB,dev-boards,1,399.99,Adorama,,0,7
B07Y7QW4VP,Wirefy 12/2 Low Voltage Landscape Lighting Copper Wire - Outdoor Direct Burial - 12-Gauge 2-Conductor 250 Feet,LW-122-250,misc,2,115.89,Tough Outfitters,,0,7
B08K1BVGN9,ruthex Threaded Inserts M2 + M3 + M4 + M5 Assortment Box - 70 + 100 + 50 + 50 Pieces - Brass Heat Set Insert for Plastic Parts - Metric knurled Nuts - Insert by Heat into 3D Printing Components,GE-P-D,misc,2,31.99,ruthex,,0,7
B0CKVX3DTW,SUNVIE 300W Low Voltage Landscape Transformer with 2 Independent Control Output Landscape Lighting Transformer with Timer and Photocell Sensor 120V AC to 12/14V AC Weatherproof Low Voltage Transformer,LVTMH2Z300W,sensors,1,119.99,SUNVIE LIGHTING,,0,7
B0F64RCGN7,"SUNVIE 5W Anti-Glare Low Voltage Pathway Lights Wired 12-24V LED Landscape Path Lights 3000K Cast-Aluminum Waterproof Outdoor Landscape Lighting with Connectors for Walkway Yard Garden, 12 Pack",LDAWB0512C,misc,1,179.99,SUNVIE DIRECT,,0,7
B0B7BK7DPP,"INCLY 278PCS Pegboard Accessories Organizer Kit, Peg Board Hooks Assortment with Bins for Organizing Various Tools, Fit 1/8 or 1/4 inch Pegboard for Hanging Storage, Garage Wall Attachments",NC0105,misc,1,26.59,Incly,,0,7
B0CJM767KB,TTGO T-SIM7000G Module ESP32-WROVER-B Chip WiFi Bluetooth 18560 Battery Holder Solar Charge Development Board,LHXn_BH_1248,dev-boards,2,64.47,iGouDi,,0,7
B0BYZLHT5J,BTF-LIGHTING COB 10mm/0.39in Width LED Connector Kit 6Pcs 3 Pin Transparent Gapless L-Shaped 4Pcs 4Pin Strip to Strip Connectors for PWM FCOB CCT(+ CW WW) LED Lights,9d9530f1-792a-4912-982b-61a79b5531ab,misc,1,9.79,BTF-Lighting,,0,7
B095VWHPCC,"EMITEVER 24V Power Supply, 60W LED Power Adapter UL-Listed, 100-240V AC to 24V DC 2.5A Converter Lighting Transformers for LED Strip Lights,CCTV Cameras",EM-DC-60W,cameras,1,19.79,Emitever US,,0,7
B0C9JSY1KM,"Furrion Enhanced Multi-Zone Wall Thermostat with App Control for Chill RV Air Conditioner Systems, Three Fan Speeds, Sleep Function, Auto Restart, LCD Digital Display, Backlight - 2022068580",FACW12APZA,misc,1,109.57,Amazon.com,,0,7
B013PGADAW,"Globe Clotrimazole Antifungal Cream 1% USP (1 oz), Anti Fungal Treatment, Relieves Itching, Burning, Cracking and Scaling Associated Athletes Foot, Jock Itch, Ringworm and More",4010-FBA,misc,1,4.85,iTrifecta,,0,7
B09F9BNYQ2,uxcell MR2010ZZ Deep Groove Ball Bearings 10mm x 20mm x 6mm Double Shielded Chrome Steel P0(ABEC1) 10pcs,a19121700ux0136,misc,1,13.09,Amadeo City,,0,7
B082PRVZ7B,uxcell MR105-2RS Deep Groove Ball Bearings 5mm Inner Dia 10mm OD 4mm Bore Double Sealed Chrome Steel Blue Seal Z2 20pcs,a19092000ux1261,misc,1,11.79,uxcell,,0,7
B0949KFZ8V,"M4-0.7 x 8mm Flat Head Socket Cap Screws Bolts, Stainless Steel 18-8 (304), Bright Finish, Allen Socket Drive,Machine Screws Inner Hex Screw Fasteners Bolts (50pcs)",763722101850,misc,1,6.59,YGTGZ,,0,7
B0CTCSJ7Y8,"uxcell Knurled Insert Nuts, 50pcs M4 x 4mm L x 6mm OD 3D Printing Brass Nuts Female Threaded Inserts Brass Heat Set Insert Embedment Nuts",a23122300ux0293,misc,1,6.99,Amadeo City,,0,7
B085CBSS5Y,mitreapel Silicone Mold Release Spray (14.4 oz) Release Agent Aerosol Spray,BK30,misc,1,11.99,Benasse,,0,7
B0C9JSBGP8,"Furrion Enhanced Standard Single Zone Controller for Chill Air Conditioner System with 2-Fan Speed, Auto Fan Operation, Short-Cycle Protection, Auto Restart, Climatesmart, Vibrationsmart - 2021130948",FACC10ESSA-BL,misc,1,71.15,Amazon.com,,0,7
B083Y1Y3KB,"Xwartre UL Certified Thermostat C Wire 24V Transformer, White Adapter Compatible with Honeywell, Nest, Emerson, Ecobee, Wyze Thermostat and Most Doorbells (26FT Power Cable)",740226048980,power,1,16.99,Xwartre,,0,7
B093TRFQWP,"Google Nest Power Connector - C Wire Adapter for Smart Thermostats - 3.98in Accessory, Snow",GA02493-US,power,1,24.99,Amazon,,0,7
B01FVWCKKE,Ultra Flexible SMA to N Cable 15-Meter(49.2 Ft) Low Loss RG58 N Male to SMA Male Antenna RF Coaxial Cable and Two-Way Radio Applications Pure Copper 50 ohm for 3G/4G/LTE/ADS-B/Ham/WiFi/RF Radio,OL-2977-X,antennas,1,17.69,OneLinkMore Tech,,0,7
B073XBG38V,Prime Membership Fee,B073XBG38V,misc,2,14.99,Amazon US,,0,7
B0FBGTYQH3,LILYGO T-Deck Plus ESP32-S3 915Mhz LORA-89 SX1262 Ulbox GPS 2.8-inch Display TTGO Development Board Black Keyboard External Antenna Strap ABS Shell,Meshtastic Firmware,dev-boards,1,89.0,Lily GO,,0,7
B0DPWZ6W5L,"USB C to USB C Hub Dual Monitor Adapter with 4K@60Hz USB4 Display Ports Video Output,100W PD, 10Gbps Data Transfer, USB-C Splitter Multiport Dongle for MacBook Pro, iPad Pro and More Type C Devices",MOUC6101,misc,1,59.99,MOKiN Direct,,0,7
B0CMLGS4YG,"NAOEVO 22 Gauge Wire 360ft, 22 AWG Wire 6 Colors 60ft Each Spool, Flexible Silicone Tinned Copper Electrical Cable, Wiring kit for Breadboard/Automotive/DIY/Battery, 200℃",NAOEVO,power,1,24.99,NAOEVO,,0,7
B0BM26L46T,"BISupply Wall Mount Electrical Wire Spool Rack Holder - 2 Rod Cable Rack for Ribbon, Filament, Automotive Wiring Storage",823689,misc,1,39.99,Marketplace Pros,,0,7
B0F1CXG94J,"2 Pack ESP32 LoRa V3 Development Board + 1100mAh Battery + Protect Case Set - with 915MHz Antenna and SX1262 LoRa V3 Devices for Meshtastic Arduino LoRawan IOT (N30 Version, Black)",V3,dev-boards,1,63.99,YIJinfan Direct,,0,7
B09VKF38KW,"MyMed Pack of 40 Sterile Petri Dishes with Lids (90 x 15 mm), 2ml Plastic Pipettes for Lab Analysis, School Projects, Blood Samples, Bacteria, Plant & Seed Cultivation Petri Dish (40)",PD20Ppt,misc,1,9.5,MyMed,,0,7
B0D5QHXYGF,"RAIGEN LoRa Fiberglass Antenna & Magnetic Base, SMA Male Connector 6.5ft Raigen-200 Cable for 915Mhz Helium Hotspot Miner for MNTD, Nebra, RAK V2, Bobcat, Syncrob, and Sensecap (5.8 dbi)",B0D5QHXYGF,antennas,1,54.95,RAIGEN,,0,7
B01FV1DD9C,915Mhz / 13 dBi gain Yagi LoRa Antenna - Excellent for Helium Hotspot Mining,EW-915-13-YAGI,antennas,2,87.0,Embedded Works - Wireless Professionals,,0,7
B0DJ6KGXKB,SenseCAP Card Tracker T1000-E for Meshtastic,B0DJ6KGXKB,misc,1,44.09,Seeed Studio Official,,0,7
B0DL6898CP,"25L Scientific Incubator, Heating & Cooling Digital Incubator Laboratory, Precise Temperature Control from 10 to 60°C(72°F to 140°F), Lab Incubator with Handle, AC and DC Power, for Growing Yeast",PIS_0141WSQ0DZi2geL,power,1,151.99,YaniTop,,0,7
B0DVHV7X53,"Google Pixel 9a with Gemini - Unlocked Android Smartphone with Incredible Camera and AI Photo Editing, All-Day Battery, and Powerful Security - Obsidian - 128 GB",GA05769-US,cameras,1,423.99,Amazon.com,,0,7
B0DGPVLHD5,"yAyusi Dual-lamp Video Conference Lighting, LED Streaming Light with Remote and Touch Control, Zoom Lighting for Computer,Webcam Laptop Monitor Ring Light for Video Calls/Zoom Meetings/Video Recording",F-663,misc,1,37.49,yAyusi-us,,0,7
B0DWPKQ3LH,"HP 15.6 inch Laptop, HD Touchscreen Display, AMD Ryzen 5 7520U, 8 GB RAM, 512 GB SSD, AMD Radeon Graphics, Windows 11 Home, Natural Silver, 15-fc0499nr",B8QE2UA#ABA,dev-boards,1,359.99,Amazon.com,,0,7
B0F93RCL8N,SOOMFON Stream Controller SE Stream Control Deck with 6 Customizable LCD Macro Keys to Trigger Actions in OBS Twitch YouTube for Content Creators Streaming Gaming Compatible with PC & Mac,CN002-BN1,misc,1,51.99,SOOMFON OFFICIAL,,0,7
B0F18FK43Y,CENMASO for Google Pixel 9a Case with Card Holder (4 Cards) Sliding Camera Cover & Kickstand【RFID Blocking】 Military Drop Protection & TPU Edge Wallet Case for Pixel 9a-Black,Pixel 9 Pro XL QBK-1,cameras,1,15.29,CENMASO Store,,0,7
B0C1CQ99RK,"Furrion® FACR13HESA-PS-AM, White Chill HE RV Roof Air Conditioner-13.5K, 13.5k BTU",FACR13HESA-PS-AM,misc,1,741.41,Amazon.com,,0,7
B07ZNG4L9P,"SUNLU 3D Printer Filament PLA Filament 1.75mm, Neatly Wound 3D Printing Filament 1.75mm, Dimensional Accuracy +/- 0.02 mm, Fit Most FDM 3D Printers, 1kg Spool (2.2lbs), Transparent, Clear PLA",1.75 PLA Filament,misc,1,13.99,SUNLU Industry,,0,7
B09KYKLGKP,"iRobot Authentic Replacement Parts Cleaning Solution, 6-Pack",4723291,misc,1,32.99,Amazon.com,,0,7
B08VNB7MVQ,"Arteza 16 Drawer Storage Cabinet, 17.7 x 8.2 x 10.9 inches, White, Plastic Drawers with Stoppers, Multi Compartment Organizer for Makeup and Art Supplies",ARTZ-4092,misc,2,54.79,ARTEZA,,0,7
B0CZPN3D9K,MyoWare 2.0 Wireless Shield - wirelessly Transmit Data with The ESP32-WROOM chip - Input 5V via USB C Connector - Output 3.3V - ESD Protection Diodes for USB Data Lines,DEV-23387,dev-boards,2,26.95,SparkFun Electronics Inc.,,0,7
B00QMQX85K,"EISCO Liquid Propane Micro Bunsen Burner, StabiliBase Anti-Tip Design with Handle, with Flame Stabilizer, LP",CH0994LP,misc,1,24.55,hBARSCI,,0,7
B0DGGFFY8K,"MakerFocus Wireless Tracker Supports GPS Galileo Multi-System Joint Positioning ESP32-S3 WiFi Bluetooth SX1262 UC6580 with 3000mAh Battery, 915MHz LoRa Antenna, 0.96-inch LCD Display for Meshtastic",B0DGGFFY8K,dev-boards,2,35.49,MakerFocus,,0,7
B0BVFMR1VY,"Yopay 10 Pack Media Storage Bottles with GL45 Blue Screw Cap, 250ml Reusable Glass Bottle, Round Scientific Glass Container for Labs, Classrooms or Home Use",YO-MediaStorageBottle-250ml-10P,misc,1,25.89,Suwimut,,0,7
B0C3571PLB,"Kashi Scientific 2mL Microcentrifuge Tube with Safe Lock Snap Cap [500/Pack] 2 mL Safety Lock Centrifuge Tubes with Flip Cap, Clear Tubes with Graduation, Polypropylene, Plastic Lab Snap Tubes",102C,misc,1,19.99,Kashi Scientific,,0,7
B0DMN28TRW,"AYWHP 3 Set ESP32 LoRa Development Board with Case, LoRa V3 Meshtastic ESP32 WiFi, LoRa V3 WiFi Bluetooth Dual Core 240MHz CP2102 Chip with 0.96"" OLED Display and 863-928MHz Antenna for Arduino",B0DMN28TRW,dev-boards,3,64.66,Quan Ruiqi,,0,7
B09X2NTTX1,"SEUNMUK 2 Pack Lab Stand Set, Lab Grade Stand Support Set with Coated Base, 4 Retort Rings, 2 Flask & Burette Clamps",SEUNMUK,misc,2,30.79,SEUNMUK,,0,7
B0DT3RTK9D,"12 Packs ESP32-DevKitC-32 Development Board modules(ESP-32D,ESP-32 CP2012 USB C with 38 pins),Supporting STA/AP/STA+AP,with WiFi+Bluetooth Dual-core and Type-C Interface.",H1-HBB0059-12,dev-boards,2,55.48,XKD store,,0,7
B0B87TNPRY,"TICONN Waterproof Electrical Junction Box IP67 ABS Plastic Enclosure with Hinged Cover with Mounting Plate, Wall Brackets, Cable Glands (Clear, 15.7""x11.8""x7.1"")",TICONN - 642,misc,1,75.99,TICONN US,,0,7
B0B658DZ9Z,LILYGO T-Echo Meshtastic LoRa SX1262 Wireless Module 915MHz TTGO Development Board NRF52840 GPS RTC NFC Arduino with BME280 Pressure Sensor,T-ECHO,dev-boards,6,89.5,Lily GO,,0,7
B0DNF89PF2,"Spec5 Relay Solar-Powered Meshtastic LoRa Relay System Long-Range, Communication Station for Off-Grid & Remote Areas - 915 MHz, 12W Solar Panel, Waterproof, Autonomous Operation",Spec5 Relay,power,2,274.99,"SpecFive, LLC",,0,7
B0BT9XQ23V,"Stainless Steel Single Tier Speed Rail, Liquor Rack, Speed Rack, Bottle Holder - 15 Inch",WUOYCEV11,misc,1,29.99,Pivito Deals,,0,7
B0BZ4WV4PQ,"BME688 Environmental Sensor with AI Function, Supports Temperature/Humidity/Barometric Pressure/Gas Detection, I2C and SPI, Support Raspberry Pi/Raspberry Pi Pico/Arduino / ESP32,etc.",B0BZ4WV4PQ,dev-boards,10,28.83,UeeKKoo,,0,7
B095CN96JS,"Amazon Basics 2-Ply Soft Toilet Paper, 30 Rolls (5 Packs of 6), Equivalent to 185 Regular Rolls, Packaging May Vary",421193,misc,1,25.21,Amazon.com,,0,7
B01EV70C78,"ELEGOO 120pcs Multicolored Dupont Wire 40pin Male to Female, 40pin Male to Male, 40pin Female to Female Breadboard Jumper Ribbon Cables Kit Compatible with Arduino Projects",EL-CP-004,dev-boards,2,6.93,ELEGOO Official US,,0,7
B0DK3G77TC,"THANDBLE USB C to 3 HDMI Adapter with 100W PD Charging, Triple 4K60Hz Monitor Extender for Dell/Surface Pro/HP, HDMI Splitter Extended Display Hub, Plug & Play Laptop Multi-Screen Adapter",3-Port USB-C Multi-Monitor Adapter,misc,1,47.39,THANDBLE-Direct,,0,7
B0C3PFQZ4G,"OREI SplitExtend HDMI Splitter Extended Display for Dual Monitor - Multi-Monitor Display 3 Separate Screens - USB A & USB-C Adapter to HDMI 2.0, 4K@30Hz Output 1, 1080p Output 2 for Windows, Mac OS G",USB-C2HDMI2,misc,1,49.99,OREI Direct,,0,7
B0CBPNWCVS,"Logitech MK540 Advanced Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Unifying USB-Receiver, Multimedia Hotkeys, 3-Year Battery Life, for PC, Laptop",920-012585,dev-boards,3,47.99,Amazon.com,,0,7
B0D1DFRKNG,"SAMSUNG 32-Inch ViewFinity S7 (S70D) Series 4K UHD High Resolution Monitor with HDR10, Multiple Ports, Easy Setup Stand, Advanced Eye Care, LS32D702EANXGO, 2024",LS32D702EANXGO,dev-boards,2,234.56,Amazon.com,,0,7
B09L7X2KPP,Gebildet 10pcs 6mm 3V-4.5V-5V-6V-7.5V-9VDC LED Metal Indicator Light Waterproof Signal Lamp Pilot Dash Directional Car Truck Boat with Wire(Red/Orange/Blue/Green/White),E726,misc,5,9.99,Gebildet,,0,7
B0D53KLM7K,"ELII 327 PCS Cable Management Kit 4 Cable Cable Sleeves,65 Cable Clips with 13Cord Holders,25 Roll Cable Organizer Straps,200 Fastening Cable Ties,20 Cable Zip Tie Mounts for Computer (Black)",ELII-20240524-01,misc,1,15.25,ELII,,0,7
B09TXL8NQ5,"Waveshare Jetson Nano Development/Expansion Kit, 16GB eMMC, Alternative Solution of B01 Kit Compatible with Both Jetson Nano and Jetson Xavier NX Optional Jetson Nano Core Module",JETSON-NANO-DEV-KIT,dev-boards,1,189.99,waveshare,,0,7
B098DPR27M,"Scissors, Multipurpose office Scissors,8.5 Inch Ultra Sharp Shears, Comfort-Grip Handles Household scissors，Sturdy Sharp Craft Supplies - Pack of 5, Right/Left Hande",j001,misc,1,9.98,Guangxun,,0,7
B0B9V8Z3CT,"VIVO Large Keyboard Tray Under Desk Pull Out Platform with Pencil Drawer, Extra Sturdy C Clamp Mount, 27 (33 Including Clamps) x 11 inch Slide-Out Tray with Storage Drawer, White, MOUNT-KB05-4DW",MOUNT-KB05-4DW,misc,3,59.99,V I V O,,0,7
B00QQH66AO,"Mounting Dream TV Mount Fixed for Most 42-84 Inch Flat Screen TVs, TV Wall Mount Bracket up to VESA 600 x 400mm and 132 lbs - Fits 16""/18""/24"" Studs - Low Profile and Space Saving MD2163-K",MD2163-K,misc,2,29.99,Mounting Dream,,0,7
B0BXNGHKMR,"Perlegear Studless TV Wall Mount for Most 24-55 Inch TVs up to 100 lbs, No Stud TV Mount, Drywall TV Bracket with Max VESA 400x400mm, No Drill, Easy Install, Low Profile, PGMT7",PGMT7,misc,2,14.98,Bestergo Direct,,0,7
B0B75JJQ9Q,"METALTER Screwdriver Rack, Small Tool Storage Holder for Desk Top, Work bench Organizer, Aluminum Alloy, Dark Grey",MT10010,misc,1,25.25,Metal Alter Tools,,0,7
B0DQTQQBZ9,"Creality K2 Plus Combo 3D Printer, Multicolor Printing with 16 Colors, 600mm/s High-Speed Printing, Dual AI Cameras for Monitoring, Full-Auto Leveling, Large Build Volume 350×350×350mm",K2 Plus Combo,cameras,1,1499.0,Wolias,,0,7
B0BMVR7TZK,Nilight 12mm Push Button Switch 5PCS with Pre Wired Harness 12V 24V Stainless Steel Self Locking Latching LED Round Switches SPDT 4Pin Waterproof Metal for Boats Cars Truck,90252B-A,misc,1,14.39,Amazon.com,,0,7
B0BJTWB72D,"32PCS 30 Scalpel Blades with #10#11#23 Scalpels Surgical Sterile Blades Including Two Handle,Laboratory Blade-Lab Knives- Carving Blades with Handle-Art Blades Practicing Cutting-Crafts & More",B0BJTWB72D,misc,1,8.99,YixangDD,,0,7
B00AWS3QV0,"EISCO CH0688 Labs Clamp Retort, 3 PVC Coated Prongs (Opens to 90mm in Dia.) with Boss Head",CH0688,misc,4,16.79,hBARSCI,,0,7
B087QGTZ1G,Hotop 2 Pcs Inoculation Loop Mycology Reusable Inoculating Loop with 90 Replaceable Nichrome Needle Tip Vaccination Rings Vaccination Rod for Mycology Supplies Lab Tool,Hotop-Reusable Inoculating Loop-0096,misc,1,12.99,Spareak Inc,,0,7
B08Y8M54M9,"Digital Caliper Measuring Tool, Stainless Steel Vernier Caliper Digital Micrometer with Large LCD Screen, Easy Switch from Inch Metric Fraction, 6 Inch Caliper Tool for DIY/Household",B08Y8M54M9,misc,1,19.98,ADRIO-US,,0,7
B00G4CJ8GK,Sharpie Permanent Markers Bulk Set Fine Tip Markers Set For Plastic Metal Wood And More Black 36 Count,1884739,misc,1,17.97,Amazon.com,,0,7
B0D63D9Z5F,"KOOTION 32GB Micro SD Cards 10-Pack, UHS-1 TF Flash Memory Card, U1, Class 10 microSDHC Card with Adapter",293645c6-021c-4af2-a8fb-a40dbbd4b64e,misc,1,39.99,KOOTION,,0,7
B0C7VY246L,NoCry Safety Face Shield Mask for Work with Premium Anti Fog and Anti Scratch Technology - Durable ANSI Z87.1 Certified Grinding Face Shield with Extreme Impact Resistance,UltraShield Pro Mask,misc,1,36.99,NoCry Work Gear,,0,7
B07N2KM9RH,"VEVOR New Laboratory Glassware 24/40 Chemistry Glassware 29PCS Chemistry Lab Glassware Kit 250 1000ml for Distillations Separation Purification Synthesis（24/40, 29PCS）",Kit de Distillation,misc,1,82.99,Suplander,,0,7
B0F195XM47,Shrooly® Indoor Mushroom Growing - Easy Plug & Grow System for Gourmet & Functional Mushrooms. Premium Device for Bountiful Harvests in 7-10 Days. Automatic Control of Light and Humidity (without kit),Shrooly S1 USA,misc,1,289.0,Shrooly,,0,7
B088KL1WTX,"X-Sense Mini Smoke Alarm, 10-Year Battery Fire Alarm Smoke Detector with LED Indicator & Silence Button, XS01, 6-Pack",XS01,power,1,89.99,X-Sense US,,0,7
B09BZ4F4X8,"Luoxun-LX 500ml Soxhlet Extractor Kit,Soxhlet Extraction Apparatus with Condenser, Flat Bottom Flask, Lab Glassware (500ml)",1,misc,1,85.7,Luoxun-LX,,0,7
B0DP2S8V6N,Creality K2 Plus Build Plate Epoxy Resin Coating 370x370mm Spring Steel Magnetic K2 Plus Smooth Build Plate EP Bed Plate for Creality K2 Plus,LD-3D-AC-Bed-Ender3V3SE-110,misc,1,35.99,Creality LD Direct Store,,0,7
B0824DBV87,22 Pieces Stainless Steel Lab Spatula Micro Scoop Set Laboratory Sampling Spoon Mixing Spatula for Powders Gel Cap Filler,Mudder-Micro Scoop-01,misc,1,14.49,Honoson,,0,7
B0DKSS4K6N,"Long Range Soft Whip 915MHz LoRa Antenna with SMA Male Connector for Heltec V3 Meshtastic LORA32 915MHz ESP32 LoRa OLED Board + IPEX Extension Cable Adapter（2 Sets）, Eifagur",B0DKSS4K6N,dev-boards,1,12.99,eifagur,,0,7
B0788ZMZ7X,"AC Infinity AIRFRAME T7 Black, High-Airflow Cooling Fan System 17"", Exhaust Airflow, for AV Equipment Rooms, Closets, and Enclosures",AC-AFT7-BE,misc,2,119.0,AC Infinity,,0,7
B0D56GV4X1,"ACEMAGICIAN AMD Mini PC Ryzen 7430U, Mini Gaming PC 32GB DDR4 512GB SSD, Mini Computers Micro Desktop PC Support 4K Triple Display/WiFi6/BT5.2 for Gaming/Office/Home",RYZEN 5 32GB 512GB,dev-boards,1,389.99,ACEMAGICIAN US,,0,7
B0CNH8H6NG,"waveshare 5inch Round LCD 1080 x 1080, IPS 10-Point Touch Screen for Raspberry Pi 4B/Raspberry Pi 3B+/Pi3B/Raspberry Pi Zero W/Zero WH/Raspberry Pi Zero 2W/Jetson Nano/PC, HDMI/USB Type-C Interface",f571e31b-4248-43c5-b4e8-20ea18a707b2,dev-boards,1,140.15,UeeKKoo,,0,7
B0CQT9J4K8,"MakerFocus Wireless Tracker Supports GPS Galileo Multi-System Joint Positioning ESP32-S3 WiFi Bluetooth SX1262 UC6580 with 915MHz LoRa Antenna, 0.96-inch LCD Display for Meshtastic Arduino",UC6580,dev-boards,1,25.49,MakerFocus,,0,7
B09991HDXG,"VEVOR Drill Bit Dispenser Cabinet, Three-Drawer Drill Bit Dispenser, Drill Bit Organizer Cabinet Cold Rolled Steel, 27-Compartment Drill Dispenser Organizer Cabinet Holder for Letter Sizes A to Z",drill bit dispenser 7 kg,misc,1,50.37,Amazon.com,,0,7
B07SST5GDB,"Sensor, AS3935 Storm Distances Detection Sensor SPI I2C Interfacing 2.4V-5.5V for Phones Watches Electronic Devices",Yosoowd1feuimkp,sensors,2,30.25,ochun,,0,7
B088BBJ9SQ,"youyeetoo TF-Luna Lidar Sensor Kit, with 1x USB-TTL Adapter 1x Dupont Line, 0.2-8m Measurement Range Distance, Support Raspberry Arduino STM32 MCU for Drone Industrial Sensing Robot Smart Home",TF-Luna,dev-boards,1,24.99,youyeetoo tech,,0,7
B09HHDRFRN,"Amazon Basics Hydrogen Peroxide Topical Solution USP, Unflavored, 32 Fl Oz, Pack of 6",B09HHDRFRN,misc,1,37.09,Amazon.com,,0,7
B0CY1XKZQC,"DIYmall 2pcs 915MHz LoRa32 V3 ESP32 S3 WiFi+BT Development Board with 5DBi LoRa Antenna 0.96"" OLED Display SX1262 LoRa Kit forMeshtastic IoT",B0CY1XKZQC,dev-boards,2,47.99,DIYmall,,0,7
B00NS4J6BY,Thermaltronics TMT-TC-2 Tip Tinner (20g) in 0.8oz Container,FBA_TMT-TC-2,misc,2,6.35,Thermaltronics,,0,7
B074GG4L95,EZ BioResearch Potato Dextrose Agar (PDA) Plates for Mushroom Cultivation (10 Pre-Poured Agar Plates),PDA-10,misc,1,21.95,EZ BioResearch LLC,,0,7
B0DPZW6KXT,MakerHawk 3.7V Lipo Battery 1000mAh 803040 Rechargeable Battery Lithium Polymer Battery with Micro PH1.25 Connector Integrated Protection Circuit for Electronic Device (4 Pcs),B0DPZW6KXT,power,2,16.99,MakerHawk-US,,0,7
B0B6PVJTHY,"JROUTH 1500pcs Screws Assortment , M2 M3 M4 M5 10.9 Grade Alloy Steel Hex Flat Head Cap Bolts Nuts Washers Assortment Kit with Hex Wrenches",M2-M5-1500,misc,1,26.48,JROUTH,,0,7
B06XNP8J4R,3M Micropore Tape 1530-1 (2 rolls) 1 x 10 yards,1350-1,misc,1,4.61,Preferred Pharmacy Plus,,0,7
